,Time,xVolt,yVolt,XAxis,YAxis
1245,3287,,,1195,1811
1246,3290,,,1060,1814
1247,3293,,,1021,1804
1248,3295,,,1073,1807
1249,3298,,,986,1820
1250,3301,,,1031,1801
1251,3303,,,1021,1769
1252,3307,,,1028,1778
1253,3310,,,1069,1785
1254,3312,,,1092,1749
1255,3315,,,1124,1727
1256,3318,,,1173,1724
1257,3320,,,1234,1695
1258,3323,,,1289,1659
1259,3325,,,1372,1633
1260,3328,,,1401,1611
1261,3331,,,1501,1595
1262,3333,,,1521,1566
1263,3336,,,1585,1556
1264,3339,,,1666,1559
1265,3341,,,1701,1533
1266,3344,,,1727,1527
1267,3347,,,1814,1514
1268,3350,,,1917,1530
1269,3353,,,1843,1511
1270,3356,,,1965,1582
1271,3358,,,1985,1575
1272,3361,,,2104,1553
1273,3364,,,2068,1546
1274,3366,,,2188,1562
1275,3369,,,2110,1604
1276,3372,,,2246,1556
1277,3374,,,2204,1620
1278,3377,,,2236,1559
1279,3380,,,2236,1595
1280,3382,,,2242,1579
1281,3385,,,2230,1608
1282,3388,,,2207,1588
1283,3390,,,2201,1598
1284,3394,,,2136,1598
1285,3397,,,2120,1588
1286,3399,,,2056,1598
1287,3402,,,2036,1611
1288,3405,,,1952,1595
1289,3407,,,1898,1662
1290,3410,,,1843,1650
1291,3412,,,1749,1675
1292,3415,,,1711,1695
1293,3418,,,1650,1717
1294,3420,,,1540,1762
1295,3423,,,1521,1727
1296,3426,,,1301,1782
1297,3428,,,1469,1843
1298,3431,,,1179,1778
1299,3435,,,1195,1859
1300,3437,,,1240,1807
1301,3440,,,1111,1859
1302,3443,,,1031,1846
1303,3445,,,1040,1798
1304,3448,,,1050,1807
1305,3451,,,953,1807
1306,3453,,,963,1795
1307,3456,,,1024,1746
1308,3458,,,986,1746
1309,3461,,,1008,1720
1310,3463,,,1008,1708
1311,3466,,,1069,1685
1312,3469,,,1102,1685
1313,3471,,,1150,1666
1314,3474,,,1240,1653
1315,3478,,,1260,1627
1316,3480,,,1359,1617
1317,3483,,,1430,1614
1318,3486,,,1498,1601
1319,3488,,,1540,1604
1320,3491,,,1630,1575
1321,3494,,,1685,1559
1322,3496,,,1727,1550
1323,3499,,,1907,1511
1324,3502,,,1859,1514
1325,3504,,,1946,1508
1326,3507,,,2030,1527
1327,3510,,,2165,1463
1328,3512,,,2085,1459
1329,3515,,,2300,1427
1330,3518,,,2223,1492
1331,3521,,,2288,1421
1332,3524,,,2271,1479
1333,3527,,,2297,1482
1334,3529,,,2278,1511
1335,3532,,,2271,1511
1336,3535,,,2281,1537
1337,3537,,,2271,1579
1338,3540,,,2255,1588
1339,3542,,,2207,1620
1340,3545,,,2168,1650
1341,3548,,,2094,1701
1342,3550,,,2081,1708
1343,3553,,,2027,1749
1344,3556,,,1975,1769
1345,3558,,,1907,1778
1346,3562,,,1836,1769
1347,3565,,,1740,1791
1348,3567,,,1662,1824
1349,3570,,,1617,1843
1350,3573,,,1569,1791
1351,3575,,,1446,1820
1352,3578,,,1253,1759
1353,3581,,,1450,1872
1354,3583,,,1189,1804
1355,3586,,,1144,1801
1356,3589,,,1218,1772
1357,3591,,,1060,1785
1358,3594,,,1011,1778
1359,3597,,,1024,1740
1360,3599,,,1053,1701
1361,3602,,,979,1727
1362,3605,,,989,1727
1363,3608,,,1021,1730
1364,3611,,,1008,1769
1365,3613,,,1050,1724
1366,3616,,,1024,1746
1367,3619,,,1102,1743
1368,3621,,,1127,1733
1369,3624,,,1179,1749
1370,3626,,,1247,1724
1371,3629,,,1301,1695
1372,3632,,,1372,1669
1373,3634,,,1437,1653
1374,3637,,,1485,1614
1375,3640,,,1546,1582
1376,3642,,,1620,1566
1377,3645,,,1788,1553
1378,3649,,,1685,1492
1379,3651,,,1840,1524
1380,3654,,,2017,1466
1381,3657,,,2046,1414
1382,3659,,,1988,1398
1383,3662,,,2213,1421
1384,3665,,,2172,1463
1385,3667,,,2217,1475
1386,3670,,,2213,1511
1387,3673,,,2284,1504
1388,3675,,,2320,1540
1389,3678,,,2342,1521
1390,3681,,,2333,1569
1391,3683,,,2336,1575
1392,3686,,,2320,1620
1393,3690,,,2297,1624
1394,3692,,,2262,1653
1395,3695,,,2220,1666
1396,3698,,,2184,1672
1397,3700,,,2091,1711
1398,3703,,,2043,1711
1399,3706,,,2010,1733
1400,3708,,,1940,1701
1401,3711,,,1875,1695
1402,3713,,,1762,1727
1403,3716,,,1637,1820
1404,3719,,,1659,1727
1405,3721,,,1598,1740
1406,3724,,,1405,1875
1407,3727,,,1292,1727
1408,3729,,,1485,1824
1409,3733,,,1047,1836
1410,3736,,,1163,1801
1411,3738,,,1224,1814
1412,3741,,,986,1869
1413,3744,,,989,1836
1414,3746,,,979,1756
1415,3749,,,986,1769
1416,3751,,,924,1778
1417,3753,,,928,1775
1418,3756,,,957,1733
1419,3758,,,963,1737
1420,3761,,,966,1740
1421,3763,,,957,1688
1422,3766,,,1018,1675
1423,3769,,,1073,1666
1424,3771,,,1124,1653
1425,3774,,,1214,1637
1426,3778,,,1266,1601
1427,3780,,,1356,1591
1428,3783,,,1437,1566
1429,3786,,,1469,1572
1430,3788,,,1553,1572
1431,3791,,,1608,1566
1432,3794,,,1679,1553
1433,3796,,,1733,1556
1434,3799,,,1949,1550
1435,3801,,,1862,1475
1436,3804,,,2085,1611
1437,3807,,,1988,1543
1438,3809,,,2178,1579
1439,3812,,,2107,1498
1440,3815,,,2281,1569
1441,3818,,,2191,1614
1442,3821,,,2239,1569
1443,3824,,,2265,1620
1444,3826,,,2291,1562
1445,3829,,,2288,1591
1446,3832,,,2291,1566
1447,3834,,,2291,1582
1448,3837,,,2297,1582
1449,3840,,,2275,1585
1450,3842,,,2226,1585
1451,3845,,,2223,1601
1452,3848,,,2136,1598
1453,3850,,,2094,1666
1454,3853,,,2052,1637
1455,3856,,,2017,1682
1456,3858,,,1949,1679
1457,3862,,,1862,1714
1458,3865,,,1778,1756
1459,3867,,,1682,1795
1460,3870,,,1656,1788
1461,3873,,,1614,1811
1462,3875,,,1456,1856
1463,3878,,,1289,1782
1464,3881,,,1434,1943
1465,3883,,,1179,1830
1466,3886,,,1137,1846
1467,3888,,,1179,1798
1468,3891,,,1028,1817
1469,3894,,,999,1804
1470,3896,,,953,1753
1471,3899,,,986,1685
1472,3901,,,934,1708
1473,3905,,,921,1691
1474,3907,,,947,1679
1475,3910,,,950,1659
1476,3912,,,970,1656
1477,3915,,,979,1627
1478,3917,,,1018,1624
1479,3920,,,1057,1611
1480,3923,,,1105,1620
1481,3925,,,1169,1604
1482,3928,,,1221,1579
1483,3930,,,1279,1601
1484,3933,,,1372,1588
1485,3936,,,1488,1582
1486,3938,,,1553,1562
1487,3941,,,1620,1562
1488,3944,,,1720,1527
1489,3947,,,1769,1530
1490,3950,,,2085,1479
1491,3953,,,1949,1424
1492,3955,,,2191,1533
1493,3958,,,2117,1443
1494,3961,,,2317,1533
1495,3963,,,2149,1472
1496,3966,,,2342,1521
1497,3969,,,2349,1504
1498,3971,,,2416,1537
1499,3974,,,2426,1514
1500,3977,,,2423,1527
1501,3979,,,2455,1611
1502,3982,,,2391,1569
1503,3985,,,2371,1653
1504,3987,,,2333,1675
1505,3991,,,2268,1737
1506,3994,,,2188,1766
1507,3996,,,2097,1807
1508,3999,,,2004,1827
1509,4002,,,1972,1856
1510,4004,,,1833,1875
1511,4007,,,1711,1898
1512,4010,,,1656,1878
1513,4012,,,1620,1914
1514,4015,,,1537,1875
1515,4017,,,1240,1917
1516,4020,,,1405,1901
1517,4023,,,1289,1743
1518,4025,,,1031,1759
1519,4028,,,1224,1737
1520,4032,,,1105,1720
1521,4034,,,1024,1749
1522,4037,,,1024,1727
1523,4040,,,1053,1720
1524,4042,,,999,1717
1525,4045,,,947,1724
1526,4047,,,982,1708
1527,4050,,,995,1724
1528,4052,,,973,1720
1529,4055,,,1002,1704
1530,4058,,,1037,1708
1531,4060,,,1069,1698
1532,4063,,,1092,1682
1533,4065,,,1150,1666
1534,4068,,,1211,1646
1535,4071,,,1237,1630
1536,4074,,,1324,1614
1537,4077,,,1350,1572
1538,4080,,,1379,1550
1539,4082,,,1453,1495
1540,4085,,,1527,1479
1541,4088,,,1669,1588
1542,4090,,,1546,1398
1543,4093,,,1875,1488
1544,4096,,,1733,1427
1545,4098,,,1865,1537
1546,4101,,,1882,1350
1547,4104,,,2068,1537
1548,4106,,,2007,1495
1549,4109,,,2059,1546
1550,4112,,,2146,1537
1551,4114,,,2213,1537
1552,4118,,,2217,1617
1553,4121,,,2220,1575
1554,4123,,,2259,1643
1555,4126,,,2294,1662
1556,4129,,,2262,1666
1557,4131,,,2262,1672
1558,4134,,,2271,1704
1559,4137,,,2268,1695
1560,4139,,,2242,1695
1561,4142,,,2188,1685
1562,4145,,,2217,1704
1563,4147,,,2159,1659
1564,4150,,,2101,1688
1565,4152,,,2075,1695
1566,4155,,,2078,1708
1567,4158,,,2010,1695
1568,4161,,,1901,1666
1569,4164,,,1904,1688
1570,4167,,,1869,1666
1571,4169,,,1782,1688
1572,4172,,,1717,1711
1573,4175,,,1633,1720
1574,4177,,,1630,1650
1575,4180,,,1514,1691
1576,4183,,,1469,1753
1577,4185,,,1488,1685
1578,4188,,,1379,1759
1579,4191,,,1298,1749
1580,4193,,,1311,1724
1581,4196,,,1205,1727
1582,4199,,,1131,1704
1583,4202,,,1198,1717
1584,4205,,,1095,1701
1585,4208,,,1066,1691
1586,4210,,,1105,1682
1587,4213,,,1047,1682
1588,4216,,,1024,1659
1589,4218,,,1073,1675
1590,4221,,,1073,1672
1591,4224,,,1079,1685
1592,4226,,,1095,1688
1593,4229,,,1121,1682
1594,4232,,,1163,1704
1595,4234,,,1182,1714
1596,4237,,,1211,1727
1597,4239,,,1279,1717
1598,4242,,,1305,1701
1599,4246,,,1340,1749
1600,4248,,,1392,1720
1601,4251,,,1469,1730
1602,4254,,,1504,1724
1603,4256,,,1588,1708
1604,4259,,,1630,1691
1605,4262,,,1633,1679
1606,4264,,,1714,1666
1607,4267,,,1872,1766
1608,4270,,,1724,1572
1609,4272,,,2030,1601
1610,4275,,,1933,1624
1611,4278,,,1975,1640
1612,4280,,,2033,1543
1613,4283,,,2036,1598
1614,4286,,,2139,1550
1615,4289,,,2175,1556
1616,4292,,,2201,1572
1617,4295,,,2184,1598
1618,4297,,,2217,1556
1619,4300,,,2194,1604
1620,4303,,,2181,1559
1621,4305,,,2220,1611
1622,4308,,,2172,1627
1623,4311,,,2152,1620
1624,4313,,,2110,1643
1625,4316,,,2110,1617
1626,4319,,,2023,1659
1627,4321,,,2020,1653
1628,4324,,,1991,1659
1629,4326,,,1936,1669
1630,4330,,,1865,1633
1631,4333,,,1849,1672
1632,4335,,,1798,1620
1633,4338,,,1766,1646
1634,4341,,,1717,1614
1635,4343,,,1704,1620
1636,4346,,,1620,1614
1637,4349,,,1579,1601
1638,4351,,,1537,1627
1639,4354,,,1504,1575
1640,4357,,,1485,1582
1641,4359,,,1434,1585
1642,4362,,,1382,1585
1643,4365,,,1295,1598
1644,4367,,,1321,1582
1645,4370,,,1256,1591
1646,4374,,,1308,1601
1647,4376,,,1192,1611
1648,4379,,,1227,1662
1649,4382,,,1208,1614
1650,4384,,,1185,1691
1651,4387,,,1144,1733
1652,4390,,,1231,1733
1653,4392,,,1185,1756
1654,4395,,,1205,1759
1655,4398,,,1263,1762
1656,4400,,,1253,1762
1657,4403,,,1314,1788
1658,4406,,,1453,1759
1659,4408,,,1427,1749
1660,4411,,,1408,1749
1661,4413,,,1466,1762
1662,4417,,,1550,1708
1663,4420,,,1598,1711
1664,4422,,,1614,1688
1665,4425,,,1704,1698
1666,4428,,,1733,1650
1667,4430,,,1791,1643
1668,4433,,,1843,1630
1669,4436,,,1872,1633
1670,4438,,,1936,1617
1671,4441,,,1946,1598
1672,4444,,,1991,1598
1673,4446,,,2059,1588
1674,4449,,,2056,1575
1675,4452,,,2068,1601
1676,4454,,,2039,1633
1677,4458,,,1981,1682
1678,4461,,,1907,1717
1679,4463,,,1862,1733
1680,4466,,,1817,1775
1681,4469,,,1778,1801
1682,4471,,,1724,1820
1683,4474,,,1688,1824
1684,4477,,,1640,1814
1685,4479,,,1601,1840
1686,4482,,,1591,1804
1687,4485,,,1550,1798
1688,4487,,,1543,1785
1689,4490,,,1559,1762
1690,4493,,,1511,1756
1691,4495,,,1543,1717
1692,4498,,,1530,1698
1693,4501,,,1530,1675
1694,4504,,,1572,1659
1695,4507,,,1559,1637
1696,4509,,,1588,1627
1697,4512,,,1582,1591
1698,4515,,,1585,1591
1699,4517,,,1604,1569
1700,4520,,,1627,1553
1701,4523,,,1627,1543
1702,4525,,,1617,1543
1703,4528,,,1630,1533
1704,4531,,,1624,1521
1705,4533,,,1637,1508
1706,4536,,,1627,1492
1707,4539,,,1630,1511
1708,4541,,,1611,1495
1709,4545,,,1611,1501
1710,4548,,,1611,1504
1711,4550,,,1595,1524
1712,4553,,,1608,1556
1713,4556,,,1588,1559
1714,4558,,,1588,1588
1715,4561,,,1595,1608
1716,4564,,,1582,1637
1717,4566,,,1595,1643
1718,4569,,,1582,1653
1719,4572,,,1617,1691
1720,4574,,,1624,1727
1721,4577,,,1633,1720
1722,4580,,,1656,1740
1723,4582,,,1656,1733
1724,4586,,,1675,1743
1725,4588,,,1695,1743
1726,4591,,,1717,1743
1727,4594,,,1717,1756
1728,4596,,,1727,1720
1729,4599,,,1727,1714
1730,4602,,,1727,1724
1731,4604,,,1727,1711
1732,4607,,,1720,1724
1733,4610,,,1708,1714
1734,4612,,,1695,1704
1735,4615,,,1701,1701
1736,4618,,,1698,1711
1737,4620,,,1701,1701
1738,4623,,,1691,1711
1739,4626,,,1679,1714
1740,4629,,,1675,1701
1741,4632,,,1672,1714
1742,4635,,,1669,1711
1743,4637,,,1666,1708
1744,4640,,,1666,1708
1745,4643,,,1640,1695
1746,4645,,,1640,1691
1747,4648,,,1640,1685
1748,4651,,,1624,1688
1749,4653,,,1620,1682
1750,4656,,,1620,1656
1751,4659,,,1630,1656
1752,4661,,,1614,1627
1753,4664,,,1611,1617
1754,4667,,,1608,1604
1755,4669,,,1620,1585
1756,4673,,,1608,1582
1757,4675,,,1601,1559
1758,4678,,,1601,1553
1759,4681,,,1588,1550
1760,4683,,,1595,1556
1761,4686,,,1604,1553
1762,4689,,,1604,1562
1763,4691,,,1604,1559
1764,4694,,,1611,1546
1765,4697,,,1611,1569
1766,4699,,,1627,1585
1767,4702,,,1633,1585
1768,4705,,,1637,1588
1769,4707,,,1656,1614
1770,4710,,,1656,1601
1771,4714,,,1646,1630
1772,4716,,,1650,1637
1773,4719,,,1653,1653
1774,4722,,,1650,1646
1775,4724,,,1662,1672
1776,4727,,,1650,1672
1777,4730,,,1646,1679
1778,4732,,,1630,1688
1779,4735,,,1656,1695
1780,4738,,,1653,1704
1781,4740,,,1653,1708
1782,4743,,,1653,1714
1783,4746,,,1653,1711
1784,4748,,,1669,1711
1785,4751,,,1679,1717
1786,4754,,,1695,1740
1787,4757,,,1698,1733
1788,4760,,,1695,1733
1789,4762,,,1698,1740
1790,4765,,,1688,1727
1791,4768,,,1691,1743
1792,4770,,,1695,1727
1793,4773,,,1704,1743
1794,4776,,,1695,1737
1795,4778,,,1685,1724
1796,4781,,,1662,1714
1797,4784,,,1662,1717
1798,4786,,,1650,1701
1799,4789,,,1646,1682
1800,4792,,,1643,1675
1801,4794,,,1650,1666
1802,4797,,,1646,1650
1803,4801,,,1643,1637
1804,4803,,,1637,1637
1805,4806,,,1633,1614
1806,4809,,,1630,1627
1807,4811,,,1633,1620
1808,4814,,,1643,1617
1809,4817,,,1627,1617
1810,4819,,,1637,1617
1811,4822,,,1637,1617
1812,4825,,,1637,1608
1813,4827,,,1627,1617
1814,4830,,,1637,1620
1815,4833,,,1633,1617
1816,4835,,,1633,1614
1817,4838,,,1633,1620
1818,4842,,,1633,1608
1819,4844,,,1633,1598
1820,4847,,,1620,1611
1821,4849,,,1630,1591
1822,4852,,,1620,1604
1823,4855,,,1633,1601
1824,4857,,,1614,1617
1825,4860,,,1614,1608
1826,4863,,,1614,1617
1827,4865,,,1617,1617
1828,4868,,,1614,1633
1829,4871,,,1620,1640
1830,4873,,,1633,1662
1831,4876,,,1617,1666
1832,4879,,,1630,1672
1833,4881,,,1640,1679
1834,4885,,,1650,1708
1835,4888,,,1659,1714
1836,4890,,,1666,1714
1837,4893,,,1669,1717
1838,4896,,,1675,1720
1839,4898,,,1675,1711
1840,4901,,,1685,1724
1841,4904,,,1688,1724
1842,4906,,,1698,1720
1843,4909,,,1698,1711
1844,4912,,,1679,1701
1845,4914,,,1672,1695
1846,4917,,,1675,1701
1847,4920,,,1679,1701
1848,4922,,,1669,1695
1849,4925,,,1666,1682
1850,4929,,,1656,1672
1851,4931,,,1659,1662
1852,4934,,,1659,1675
1853,4936,,,1656,1675
1854,4939,,,1646,1666
1855,4942,,,1643,1662
1856,4944,,,1646,1650
1857,4947,,,1630,1653
1858,4950,,,1630,1640
1859,4952,,,1630,1653
1860,4955,,,1624,1643
1861,4958,,,1617,1627
1862,4960,,,1617,1630
1863,4963,,,1604,1614
1864,4966,,,1604,1620
1865,4968,,,1608,1620
1866,4972,,,1608,1614
1867,4975,,,1601,1604
1868,4977,,,1604,1611
1869,4980,,,1608,1598
1870,4983,,,1614,1601
1871,4985,,,1608,1601
1872,4988,,,1627,1598
1873,4991,,,1624,1614
1874,4993,,,1624,1604
1875,4996,,,1627,1604
1876,4999,,,1617,1611
1877,5001,,,1643,1617
