6606,105,3,3,99
6627,112,4,6,102
6649,106,3,3,100
6670,104,2,4,98
6692,105,4,4,97
6712,107,6,1,100
6734,108,6,0,102
6756,111,5,3,103
6778,103,2,2,99
6798,105,4,7,94
6820,119,5,11,103
6842,100,1,-1,100
6865,108,1,4,103
6887,89,5,6,78
6907,108,7,9,92
6927,123,9,0,114
6950,133,10,12,111
6973,93,4,7,82
6993,109,0,10,99
7015,122,5,7,110
7037,126,13,6,107
7059,102,6,9,87
7081,107,16,0,91
7102,126,15,5,106
7125,125,9,3,113
7147,119,8,2,109
7169,92,1,3,88
7188,87,3,7,77
7209,111,0,7,104
7230,133,3,12,118
7253,110,1,7,102
7275,108,10,3,95
7297,111,13,4,94
7318,100,2,2,96
7340,109,-1,4,106
7362,111,10,0,101
7385,126,10,16,100
7409,104,2,3,99
7430,105,7,4,94
7450,108,6,6,96
7472,103,2,1,100
7493,131,10,3,118
7516,118,15,4,99
7538,102,15,3,84
7560,102,2,1,99
7580,118,4,6,108
7602,111,1,7,103
7625,107,2,4,101
7646,100,3,4,93
7666,116,7,11,98
7689,113,8,3,102
7711,114,10,0,104
7733,95,1,2,92
7754,99,1,0,98
7773,108,2,3,103
7794,126,10,9,107
7818,114,14,4,96
7840,102,5,3,94
7860,104,0,4,100
7883,109,0,4,105
7904,105,0,2,103
7926,103,5,0,98
7947,102,6,0,96
7968,112,7,7,98
7988,116,8,7,101
8011,108,4,0,104
8032,106,0,4,102
8054,101,0,5,96
8075,103,2,1,100
8097,106,5,2,99
8117,115,6,5,104
8140,113,5,5,103
8161,98,3,-1,96
8182,103,4,1,98
8202,112,5,5,102
8225,110,3,4,103
8246,107,1,6,100
8268,109,6,3,100
8290,103,4,0,99
8311,98,0,1,97
8330,108,4,2,102
8353,115,7,4,104
8374,110,7,3,100
8396,105,6,2,97
8417,107,3,4,100
8439,111,2,7,102
8460,101,1,0,100
8483,101,0,0,101
8504,109,3,7,99
8525,114,8,5,101
8547,108,5,3,100
8569,105,5,1,99
8589,105,2,2,101
8612,114,9,3,102
8633,122,7,10,105
8656,101,3,3,95
8677,97,3,0,94
8697,111,3,8,100
8718,120,14,3,103
8742,115,9,3,103
8763,101,2,3,96
8784,100,1,4,95
8805,110,3,5,102
8827,110,2,4,104
8848,117,10,5,102
8872,104,3,5,96
8892,103,0,4,99
8913,108,1,4,103
8934,109,8,2,99
8956,111,9,3,99
8976,116,7,7,102
8998,122,4,14,104
9021,100,3,1,96
9042,98,0,2,96
9061,106,0,6,100
9084,112,2,5,105
9105,103,3,0,100
9127,106,6,4,96
9148,116,10,7,99
9170,115,8,4,103
9191,104,5,1,98
9213,100,1,0,99
9233,98,0,1,97
9253,104,1,5,98
9274,115,5,5,105
9296,115,7,4,104
9317,104,2,4,98
9339,107,5,3,99
9359,110,7,4,99
9380,106,4,0,102
9402,113,3,7,103
9424,110,5,3,102
9445,110,6,7,97
9466,106,3,7,96
9487,106,1,4,101
9509,106,2,0,104
9530,109,7,1,101
9553,112,8,3,101
9574,102,6,1,95
9595,110,4,6,100
9617,117,8,8,101
9639,107,3,2,102
9660,101,3,0,98
9682,107,2,2,103
9703,98,2,1,95
9723,98,8,1,89
9743,116,7,4,105
9765,131,13,12,106
9788,113,6,11,96
9811,108,4,3,101
9832,96,1,4,91
9852,115,5,12,98
9874,109,0,0,109
9896,113,1,9,103
9917,112,10,9,93
9940,116,6,14,96
9961,108,2,1,105
9983,117,7,7,103
10005,107,5,4,98
10027,105,4,5,96
10048,100,0,1,99
10071,118,8,7,103
10093,109,5,3,101
10116,105,2,5,98
10138,113,8,6,99
10160,110,5,4,101
10182,107,3,0,104
10206,104,3,4,97
10228,105,2,5,98
10249,107,0,3,104
10273,108,6,2,100
10295,104,6,0,98
10317,111,7,8,96
10339,114,9,5,100
10362,110,3,5,102
10384,109,0,5,104
10408,98,1,0,97
10428,100,4,0,96
10450,108,7,3,98
10472,118,6,7,105
10495,112,4,4,104
10517,104,5,0,99
10540,99,5,2,92
10560,102,2,3,97
10582,105,1,0,104
10605,117,8,5,104
10628,120,8,14,98
10650,98,1,0,97
10672,101,2,0,99
10693,104,0,3,101
10716,108,5,3,100
10740,114,11,-1,104
10764,118,11,8,99
10787,100,6,5,89
10809,114,1,6,107
10832,119,8,4,107
10854,109,3,2,104
10878,108,10,8,90
10900,101,0,4,97
10922,125,7,8,110
10945,114,6,0,108
10968,109,3,4,102
10990,110,4,12,94
11014,100,4,0,96
11035,112,0,7,105
11058,118,3,9,106
11082,109,8,4,97
11103,98,0,6,92
11124,106,0,6,100
11147,115,9,4,102
11170,112,9,0,103
11192,104,1,4,99
11215,111,5,9,97
11236,113,6,9,98
11258,107,-2,3,106
11282,103,2,3,98
11304,108,6,7,95
11325,125,15,3,107
11350,132,14,17,101
11374,92,-3,3,92
11396,112,16,1,95
11419,106,2,3,101
11442,126,16,5,105
11467,112,9,1,102
11489,103,7,0,96
11511,115,12,10,93
11535,96,2,-1,95
11557,125,6,8,111
11579,112,4,12,96
11603,121,5,14,102
11626,111,14,0,97
11649,110,4,9,97
11671,109,6,2,101
11694,128,11,14,103
11718,115,15,1,99
11742,98,0,1,97
11762,107,0,8,99
11784,110,0,7,103
11808,106,3,3,100
11830,111,9,0,102
11853,117,6,5,106
11876,104,2,7,95
11898,108,6,1,101
11920,111,2,3,106
11944,118,16,7,95
11966,110,3,11,96
11989,105,2,3,100
12012,122,15,0,107
12036,111,7,0,104
12058,99,2,1,96
12080,100,4,3,93
12101,119,6,9,104
12124,116,0,10,106
12149,98,-1,2,97
12170,103,9,2,92
12192,116,13,0,103
12216,103,6,0,97
12238,121,8,9,104
12260,111,5,3,103
12284,116,13,5,98
12306,106,0,10,96
12329,106,2,4,100
12352,116,9,6,101
12375,113,5,2,106
12398,111,0,9,102
12421,104,5,6,93
12442,103,2,4,97
12465,116,9,9,98
12486,124,13,4,107
12510,96,-2,0,98
12533,123,6,12,105
12556,85,1,2,82
12577,113,12,1,100
12601,122,9,5,108
12624,111,2,8,101
12646,100,0,1,99
12669,108,10,3,95
12691,109,6,3,100
12714,111,2,4,105
12737,114,3,14,97
12760,113,11,1,101
12783,111,9,0,102
12807,106,5,9,92
12828,105,-1,3,103
12852,113,5,1,107
12876,103,2,5,96
12897,117,0,18,99
12920,104,0,8,96
12942,119,7,-3,115
12966,105,11,4,90
12988,117,10,14,93
13013,147,14,11,122
13037,110,3,12,95
13060,110,2,11,97
13083,114,7,10,97
13106,108,2,11,95
13130,132,8,17,107
13153,127,8,13,106
13177,113,7,6,100
13200,99,0,8,91
13221,95,0,5,90
13241,126,2,18,106
13266,125,12,8,105
13289,131,16,12,103
13314,130,6,20,104
13338,105,5,9,91
13360,114,6,5,103
13382,122,17,16,89
13407,96,1,7,88
13428,147,18,30,99
13451,145,16,9,120
13476,105,1,5,99
13497,111,1,19,91
13520,98,0,11,87
13542,128,7,8,113
13565,126,10,3,113
13588,131,18,10,103
13614,122,7,17,98
13636,94,3,10,81
13658,123,10,18,95
13682,154,17,6,131
13706,125,5,17,103
13731,82,1,0,81
13751,103,1,12,90
13774,119,3,11,105
13798,122,7,9,106
13821,109,5,7,97
13842,103,2,2,99
13865,105,7,-1,99
13887,109,7,3,99
13909,103,1,0,102
13932,105,2,5,98
13954,107,4,7,96
13975,111,5,6,100
13999,113,4,3,106
14021,101,4,3,94
14043,99,2,3,94
14064,109,6,3,100
14087,114,6,1,107
14110,101,1,4,96
14132,105,3,10,92
14155,122,6,11,105
14178,111,5,4,102
14202,105,7,0,98
14223,106,4,2,100
14246,103,1,1,101
14269,99,0,1,98
14290,110,4,5,101
14312,115,5,8,102
14336,111,5,7,99
14357,105,3,4,98
14379,111,5,4,102
14402,110,5,1,104
14425,96,2,-2,96
14446,102,4,-2,100
14471,106,4,5,97
14492,111,5,10,96
14515,129,11,8,110
14540,103,0,2,101
14562,105,6,4,95
14584,103,4,3,96
14606,119,15,2,102
14630,128,13,2,113
14653,104,7,2,95
14676,99,11,1,87
14697,110,5,4,101
14720,139,17,12,110
14745,117,10,7,100
14769,102,2,2,98
14790,91,2,0,89
14812,107,2,2,103
14834,107,2,1,104
14857,107,3,5,99
14880,108,3,7,98
14901,111,6,9,96
14923,113,4,9,100
14946,110,6,1,103
14969,113,5,5,103
14991,95,2,0,93
15013,108,5,4,99
15034,111,6,2,103
15057,108,5,5,98
15079,113,5,8,100
15102,107,5,3,99
15123,100,1,1,98
15146,102,2,1,99
15167,109,4,1,104
15190,110,5,4,101
15213,107,8,2,97
15235,110,7,4,99
15256,110,5,5,100
15280,106,3,3,100
15302,107,3,1,103
15325,105,2,5,98
15348,107,3,5,99
15369,110,6,2,102
15393,109,6,3,100
15415,108,5,4,99
15437,109,3,4,102
15460,106,4,3,99
15482,106,3,4,99
15503,109,4,4,101
15527,109,4,4,101
15549,106,4,3,99
15571,109,4,4,101
15594,111,6,4,101
15617,103,4,1,98
15638,107,4,3,100
15662,110,4,4,102
15684,106,3,3,100
15707,107,4,3,100
15730,110,5,4,101
15753,104,4,3,97
15775,108,4,3,101
15798,111,6,2,103
15821,104,5,1,98
15842,109,5,3,101
15866,110,3,7,100
15888,105,1,5,99
15910,107,2,3,102
15933,109,6,4,99
15955,106,4,1,101
15977,105,3,0,102
16001,105,3,4,98
16022,108,5,7,96
16044,109,6,4,99
16066,110,4,1,105
16089,106,3,5,98
16110,102,2,1,99
16133,103,4,4,95
16154,107,3,3,101
16177,110,4,1,105
16201,112,7,5,100
16223,109,4,9,96
16245,103,4,2,97
16267,106,4,1,101
16290,111,5,4,102
16312,107,6,0,101
16336,104,5,1,98
16357,107,2,8,97
16379,115,4,5,106
16402,98,2,1,95
16423,102,2,3,97
16444,120,9,9,102
16468,113,10,1,102
16491,112,7,1,104
16514,109,3,8,98
16536,101,0,6,95
16558,99,0,0,99
16578,111,4,2,105
16602,118,6,7,105
16624,105,7,3,95
16646,105,7,-1,99
16670,104,4,1,99
16691,110,4,5,101
16714,110,3,5,102
16737,103,2,3,98
16759,105,2,4,99
16780,108,4,4,100
16804,112,6,6,100
16826,112,8,3,101
16849,115,8,2,105
16872,96,0,1,95
16893,113,2,12,99
16915,106,0,2,104
16939,104,1,0,103
16961,109,5,6,98
16983,110,7,5,98
17005,106,5,2,99
17027,109,5,2,102
17049,104,5,0,99
17072,101,3,1,97
17093,110,3,6,101
17116,106,0,6,100
17140,113,6,6,101
17162,111,9,3,99
17184,103,1,1,101
17207,108,2,2,104
17230,105,7,0,98
17251,104,8,3,93
17274,112,6,6,100
17296,117,0,6,111
17319,103,3,2,98
17341,100,4,4,92
17363,116,7,5,104
17385,104,5,0,99
17408,100,4,0,96
17429,111,8,0,103
17452,111,6,6,99
17474,120,4,10,106
17498,104,3,3,98
17519,102,-1,3,100
17544,96,0,-1,97
17566,112,4,5,103
17589,114,7,7,100
17612,109,8,2,99
17633,105,6,1,98
17656,102,2,0,100
17678,108,6,1,101
17701,108,3,2,103
17724,107,4,3,100
17747,110,5,3,102
17769,107,1,7,99
17792,110,1,9,100
17814,113,3,4,106
17837,102,6,0,96
17859,104,6,1,97
17881,103,4,-1,100
17904,107,2,2,103
17928,114,7,8,99
17950,110,6,6,98
17971,105,2,4,99
17994,104,0,5,99
18015,108,2,4,102
18038,107,6,1,100
18061,102,5,0,97
18083,110,4,3,103
18105,108,6,3,99
18128,108,6,4,98
18149,115,7,5,103
18172,104,3,3,98
18194,104,2,3,99
18216,105,3,4,98
18237,111,6,4,101
18261,107,6,2,99
18282,109,5,4,100
18305,110,5,4,101
18328,104,4,1,99
18350,101,2,3,96
18371,109,4,4,101
18395,117,7,5,105
18417,99,2,0,97
18438,112,8,4,100
18462,105,4,0,101
18484,106,0,5,101
18507,92,5,5,82
18528,127,16,4,107
18552,111,5,0,106
18574,113,5,3,105
18598,103,2,1,100
18620,100,8,4,88
18642,115,9,7,99
18664,124,10,2,112
18688,104,1,3,100
18710,109,3,8,98
18733,98,2,0,96
18753,98,0,1,97
18774,110,2,4,104
18797,113,7,3,103
18820,112,8,4,100
18842,112,7,6,99
18865,102,4,0,98
18886,104,3,2,99
18908,110,3,4,103
18932,106,2,3,101
18954,106,3,5,98
18976,108,4,6,98
18998,109,4,3,102
19021,105,5,0,100
19043,109,6,4,99
19066,106,5,1,100
19088,101,3,0,98
19110,110,4,5,101
19133,112,5,7,100
19156,109,3,5,101
19178,110,3,6,101
19202,103,3,1,99
19223,104,4,1,99
19245,110,6,2,102
19268,104,4,1,99
19290,108,5,3,100
19312,110,5,5,100
19336,107,3,5,99
19358,107,3,4,100
19380,110,3,4,103
19404,107,3,4,100
19426,107,4,2,101
19449,109,6,2,101
19472,107,6,2,99
19494,101,0,3,98
19515,107,0,6,101
19539,106,4,6,96
19560,114,10,3,101
19584,108,8,0,100
19607,108,9,2,97
19629,102,3,0,99
19650,104,3,1,100
19674,111,1,7,103
19696,115,7,9,99
19719,115,8,6,101
19742,109,6,4,99
19763,102,3,0,99
19785,107,5,1,101
19808,101,3,0,98
19830,104,3,0,101
19853,109,2,5,102
19876,109,3,8,98
19897,112,4,7,101
19921,112,4,7,101
19943,105,4,2,99
19965,102,4,0,98
19987,106,5,0,101
20010,102,4,1,97
20031,105,0,3,102
20055,105,1,3,101
20077,120,10,11,99
20101,121,11,10,100
20127,99,0,3,96
20147,102,2,3,97
20169,109,0,6,103
20192,111,5,5,101
20215,115,10,3,102
20238,109,7,5,97
20261,105,6,4,95
20282,115,4,13,98
20305,121,1,14,106
20329,105,1,3,101
20352,104,1,4,99
20373,105,7,3,95
20396,111,8,0,103
20418,112,7,2,103
20441,109,7,4,98
20463,109,3,8,98
20485,109,1,9,99
20506,110,2,8,100
20530,100,2,0,98
20551,103,1,2,100
20574,113,6,4,103
20598,108,7,1,100
20620,101,5,0,96
20642,116,5,9,102
20665,107,2,4,101
20688,105,3,2,100
20710,110,5,6,99
20733,108,3,4,101
20755,101,3,-1,99
20778,109,5,3,101
20801,112,5,6,101
20824,107,7,1,99
20845,106,5,2,99
20868,104,0,6,98
20889,104,1,4,99
20911,108,6,1,101
20934,108,6,4,98
20956,112,4,7,101
20978,106,3,1,102
21002,101,2,0,99
21024,112,5,6,101
21046,110,4,6,100
21070,110,5,3,102
21092,108,8,3,97
21114,110,7,6,97
21136,101,0,0,101
21159,111,1,5,105
21181,97,3,-1,95
21204,121,6,14,101
21227,113,6,7,100
21251,104,2,2,100
21273,112,4,7,101
21296,98,3,-3,98
21318,110,4,5,101
21341,112,5,5,102
21364,109,4,5,100
21387,107,6,3,98
21409,116,7,10,99
21431,110,2,8,100
21455,102,1,2,99
21476,106,4,1,101
21499,112,6,5,101
21522,106,5,0,101
21545,106,6,1,99
21566,112,6,7,99
21589,111,5,4,102
21611,110,5,4,101
21634,106,1,8,97
21656,105,1,5,99
21678,106,4,0,102
21700,102,4,0,98
21723,111,4,4,103
21745,116,9,7,100
21768,105,3,2,100
21792,100,5,-2,97
21814,109,4,6,99
21836,107,1,12,94
21859,117,3,5,109
21882,112,5,2,105
21904,99,5,3,91
21926,110,8,3,99
21947,107,9,0,98
21969,112,0,6,106
21992,111,2,4,105
22015,105,4,4,97
22036,107,9,5,93
22059,115,5,9,101
22081,109,2,4,103
22104,105,4,0,101
22127,104,4,2,98
22149,105,4,2,99
22170,112,5,8,99
22193,111,2,9,100
22215,106,0,5,101
22238,106,6,0,100
22262,104,4,0,100
22284,98,1,1,96
22305,113,3,6,104
22328,110,8,7,95
22350,98,7,1,90
22370,127,0,14,113
22395,101,1,-2,102
22418,106,5,8,93
22440,112,5,8,99
22462,102,0,5,97
22484,103,3,1,99
22505,123,13,5,105
22530,130,13,14,103
22554,102,4,1,97
22576,92,-1,0,93
22598,89,4,0,85
22619,110,0,3,107
22641,126,16,0,110
22666,115,5,14,96
22689,78,8,3,67
22709,139,7,11,121
22734,129,7,7,115
22756,103,1,1,101
22779,106,3,10,93
22802,114,12,7,95
22825,108,7,0,101
22848,119,8,0,111
22871,99,8,1,90
22891,115,8,6,101
22915,112,4,4,104
22937,104,3,9,92
22959,111,5,10,96
22982,114,7,0,107
23005,126,11,0,115
23029,119,15,4,100
23053,116,18,1,97
23076,121,24,9,88
23098,114,4,3,107
23122,126,8,11,107
23145,116,8,0,108
23168,98,0,8,90
23189,117,13,7,97
23212,130,14,11,105
23236,114,6,1,107
23260,111,12,4,95
23282,108,10,7,91
23305,132,9,8,115
23329,127,4,14,109
23352,107,11,6,90
23375,107,0,17,90
23398,114,3,3,108
23421,117,0,4,113
23443,105,3,6,96
23466,113,15,2,96
23488,110,10,4,96
23511,106,2,3,101
23534,123,4,10,109
23558,111,8,2,101
23582,105,3,3,99
23603,89,0,6,83
23623,109,2,6,101
23647,117,-2,6,113
23671,113,4,2,107
23693,99,7,3,89
23715,99,10,0,89
23736,109,7,3,99
23758,114,3,3,108
23781,120,6,6,108
23804,107,9,3,95
23825,87,0,0,87
23847,107,0,9,98
23868,117,0,11,106
23892,119,3,5,111
23915,106,5,1,100
23938,97,6,0,91
23958,104,8,3,93
23981,116,9,0,107
24003,110,1,1,108
24026,113,6,11,96
24049,96,1,3,92
24070,105,3,4,98
24091,111,4,4,103
24115,109,7,0,102
24138,114,8,4,102
24160,104,6,6,92
24183,110,4,5,101
24205,104,0,0,104
24228,106,3,1,102
24251,114,8,8,98
24273,108,6,2,100
24295,106,2,4,100
24319,108,4,5,99
24340,104,1,0,103
24363,106,4,4,98
24385,111,6,6,99
24503,104,5,3,96
24514,108,5,4,99
24525,115,7,4,104
24536,111,6,3,102
24547,114,5,4,105
24570,110,5,5,100
24593,97,0,1,96
24614,100,0,0,100
24636,112,5,4,103
24660,114,6,5,103
24682,112,8,5,99
24704,104,5,0,99
24726,113,5,5,103
24749,103,0,5,98
24770,100,0,2,98
24793,103,3,2,98
24814,110,6,2,102
24837,117,9,6,102
24860,109,5,4,100
24883,105,3,4,98
24905,103,3,3,97
24927,102,2,0,100
24950,112,7,6,99
24971,119,6,6,107
24995,105,2,3,100
25017,103,2,4,97
25039,114,3,12,99
25062,100,0,0,100
25085,113,5,3,105
25107,113,9,5,99
25130,103,7,3,93
25151,106,6,2,98
25173,109,2,1,106
25196,112,2,10,100
25220,107,0,10,97
25242,96,1,0,95
25264,112,5,2,105
25286,113,5,1,107
25309,111,10,0,101
25334,113,14,3,96
25356,105,0,8,97
25378,116,11,5,100
25402,106,4,6,96
25424,132,17,12,103
25449,133,17,11,105
25474,96,7,4,85
25494,123,4,17,102
25519,108,-1,0,109
25542,108,8,2,98
25564,118,4,20,94
25588,98,4,-2,96
25609,116,3,8,105
25632,113,6,8,99
25654,115,7,5,103
25677,104,6,1,97
25698,107,1,7,99
25721,112,0,4,108
25743,96,5,0,91
25764,118,10,17,91
25788,124,8,7,109
25811,116,1,4,111
25833,102,3,5,94
25856,94,4,2,88
25876,106,3,1,102
25899,105,-2,5,102
25923,117,5,3,109
25946,118,16,2,100
25969,107,9,8,90
25992,107,4,5,98
26014,114,3,2,109
26036,108,6,1,101
26060,109,1,8,100
26082,108,1,12,95
26105,101,2,4,95
26127,125,18,2,105
26151,120,15,0,105
26174,100,1,3,96
26197,99,0,3,96
26217,107,1,6,100
26240,127,6,17,104
26264,110,2,5,103
26287,114,15,4,95
26309,109,7,6,96
26332,105,5,1,99
26353,109,3,2,104
26376,128,15,5,108
26401,111,8,6,97
26422,109,4,10,95
26445,96,5,-1,92
26467,117,4,8,105
26490,120,2,12,106
26514,108,2,4,102
26537,94,2,2,90
26557,99,3,1,95
26578,104,2,0,102
26601,122,7,6,109
26624,136,21,13,102
26649,98,8,3,87
26670,109,10,1,98
26692,122,13,-1,110
26718,111,0,10,101
26742,119,11,10,98
26765,107,9,2,96
26788,118,11,3,104
26811,115,7,1,107
26834,103,0,6,97
26856,98,3,3,92
26877,108,0,7,101
26899,121,3,13,105
26924,109,0,7,102
26946,118,10,6,102
26970,127,15,8,104
26994,115,10,3,102
27018,109,12,5,92
27041,130,15,9,106
27065,112,12,0,100
27089,125,8,5,112
27112,100,4,5,91
27134,128,17,10,101
27158,111,3,10,98
27182,131,23,4,104
27205,122,13,6,103
27229,107,0,2,105
27253,111,4,16,91
27275,99,2,0,97
27296,124,3,15,106
27320,126,5,15,106
27344,110,0,10,100
27367,113,18,4,91
27391,112,18,1,93
27413,120,2,7,111
27436,123,5,11,107
27460,110,11,3,96
27483,114,8,12,94
27505,115,3,9,103
27529,107,1,12,94
27552,113,8,5,100
27574,111,0,6,105
27598,99,1,0,98
27618,111,11,8,92
27641,123,20,2,101
27665,118,11,3,104
27689,126,20,0,106
27713,105,0,1,104
27736,111,24,17,70
27759,121,1,11,109
27784,135,10,8,117
27808,102,5,6,91
27829,120,0,17,103
27854,118,33,0,85
27876,132,30,39,63
27900,158,9,16,133
27924,173,34,19,120
27949,93,6,11,76
27970,89,13,8,68
27993,125,13,13,99
28016,150,11,12,127
28041,99,1,8,90
28063,98,20,15,63
28085,141,32,9,100
28109,121,0,4,117
28132,164,27,10,127
28157,137,29,20,88
28181,139,18,27,94
28205,112,17,7,88
28227,121,11,9,101
28252,128,9,6,113
