,Time,xVolt,yVolt
311,773,1637,1669
312,775,1646,1666
313,778,1650,1653
314,780,1637,1646
315,784,1640,1643
316,786,1653,1620
317,789,1675,1617
318,791,1659,1624
319,794,1637,1617
320,796,1643,1633
321,799,1643,1617
322,801,1637,1643
323,804,1643,1633
324,806,1640,1627
325,809,1650,1640
326,811,1659,1643
327,814,1679,1640
328,816,1688,1630
329,819,1701,1650
330,821,1695,1653
331,825,1685,1679
332,827,1650,1653
333,830,1650,1646
334,832,1682,1662
335,835,1698,1653
336,837,1714,1662
337,840,1708,1679
338,842,1688,1691
339,845,1701,1682
340,847,1679,1688
341,850,1672,1688
342,852,1659,1691
343,855,1659,1682
344,857,1669,1679
345,860,1672,1653
346,862,1682,1640
347,865,1685,1643
348,868,1666,1633
349,871,1662,1620
350,873,1675,1617
351,876,1672,1598
352,878,1675,1614
353,881,1666,1604
354,883,1679,1608
355,886,1675,1608
356,888,1672,1604
357,890,1666,1604
358,893,1643,1604
359,895,1640,1611
360,898,1643,1617
361,900,1643,1627
362,903,1633,1640
363,905,1637,1627
364,908,1633,1617
365,911,1627,1640
366,914,1637,1637
367,916,1640,1650
368,919,1646,1653
369,921,1640,1659
370,924,1653,1653
371,926,1653,1653
372,929,1666,1650
373,931,1650,1646
374,934,1650,1666
375,936,1662,1653
376,939,1662,1653
377,941,1666,1640
378,944,1672,1637
379,946,1656,1656
380,949,1659,1643
381,952,1672,1656
382,955,1669,1650
383,957,1653,1650
384,960,1650,1646
385,962,1646,1646
386,965,1646,1633
387,967,1637,1653
388,970,1656,1646
389,972,1640,1656
390,975,1653,1643
391,977,1643,1643
392,980,1650,1643
393,982,1653,1656
394,985,1666,1662
395,987,1669,1653
396,990,1659,1662
397,992,1646,1666
398,996,1640,1669
399,998,1659,1675
400,1001,1659,1679
401,1003,1653,1685
402,1006,1656,1682
403,1009,1650,1682
404,1011,1653,1662
405,1014,1650,1682
406,1017,1653,1682
407,1019,1637,1679
408,1022,1633,1688
409,1024,1620,1675
410,1027,1633,1675
411,1030,1627,1669
412,1032,1630,1675
413,1035,1637,1659
414,1039,1630,1656
415,1041,1640,1650
416,1044,1627,1646
417,1047,1633,1640
418,1049,1643,1637
419,1052,1643,1637
420,1055,1646,1627
421,1057,1643,1627
422,1060,1640,1630
423,1063,1650,1630
424,1065,1643,1643
425,1068,1662,1637
426,1071,1669,1637
427,1073,1656,1633
428,1076,1675,1646
429,1080,1669,1646
430,1082,1669,1662
431,1085,1669,1656
432,1088,1666,1666
433,1090,1666,1662
434,1093,1653,1662
435,1096,1662,1669
436,1098,1659,1682
437,1101,1666,1666
438,1104,1669,1672
439,1106,1656,1672
440,1109,1659,1656
441,1111,1672,1653
442,1114,1659,1672
443,1117,1675,1646
444,1119,1666,1656
445,1123,1659,1646
446,1126,1659,1653
447,1128,1646,1643
448,1131,1650,1637
449,1134,1669,1633
450,1136,1656,1627
451,1139,1666,1617
452,1142,1659,1620
453,1144,1653,1620
454,1147,1656,1624
455,1150,1669,1620
456,1152,1675,1617
457,1155,1679,1627
458,1158,1662,1617
459,1160,1669,1620
460,1163,1659,1640
461,1167,1656,1646
462,1169,1656,1659
463,1172,1656,1646
464,1175,1662,1666
465,1177,1653,1666
466,1180,1656,1653
467,1183,1659,1666
468,1185,1659,1659
469,1188,1666,1659
470,1191,1662,1650
471,1193,1662,1646
472,1196,1662,1637
473,1198,1659,1640
474,1201,1666,1633
475,1204,1662,1633
476,1206,1662,1620
477,1210,1656,1627
478,1213,1675,1617
479,1215,1675,1630
480,1218,1672,1627
481,1221,1679,1627
482,1223,1672,1630
483,1226,1669,1620
484,1229,1682,1643
485,1231,1679,1640
486,1234,1672,1643
487,1237,1679,1646
488,1239,1659,1656
489,1242,1659,1653
490,1245,1659,1646
491,1247,1669,1646
492,1251,1666,1656
493,1254,1675,1656
494,1256,1669,1659
495,1259,1669,1653
496,1262,1646,1666
497,1264,1646,1653
498,1267,1653,1666
499,1270,1656,1675
500,1272,1643,1666
501,1275,1646,1666
502,1278,1640,1659
503,1280,1643,1656
504,1283,1643,1653
505,1285,1637,1656
506,1288,1643,1659
507,1291,1643,1659
508,1294,1640,1662
509,1297,1640,1646
510,1300,1650,1650
511,1302,1646,1646
512,1305,1653,1650
513,1308,1640,1627
514,1310,1646,1637
515,1313,1640,1640
516,1316,1643,1650
517,1318,1650,1650
518,1321,1656,1646
519,1324,1650,1659
520,1326,1656,1643
521,1329,1646,1656
522,1332,1653,1666
523,1334,1646,1675
524,1338,1650,1679
525,1341,1646,1675
526,1343,1650,1682
527,1346,1637,1666
528,1349,1656,1666
529,1351,1662,1669
530,1354,1650,1691
531,1357,1643,1685
532,1359,1637,1669
533,1362,1643,1675
534,1365,1650,1666
535,1367,1640,1682
536,1370,1637,1679
537,1372,1637,1669
538,1375,1627,1659
539,1379,1630,1662
540,1381,1620,1659
541,1384,1611,1653
542,1387,1620,1646
543,1389,1627,1640
544,1392,1620,1640
545,1395,1620,1637
546,1397,1630,1637
547,1400,1637,1630
548,1403,1650,1620
549,1405,1653,1630
550,1408,1669,1611
551,1411,1675,1608
552,1413,1672,1598
553,1416,1685,1614
554,1419,1698,1614
555,1422,1685,1614
556,1425,1695,1617
557,1428,1701,1611
558,1430,1695,1617
559,1433,1691,1620
560,1436,1688,1637
561,1438,1675,1637
562,1441,1675,1630
563,1444,1672,1637
564,1446,1669,1633
565,1449,1666,1640
566,1452,1662,1650
567,1454,1653,1659
568,1457,1653,1662
569,1459,1646,1666
570,1462,1650,1659
571,1466,1672,1662
572,1468,1662,1662
573,1471,1675,1653
574,1474,1662,1643
575,1476,1666,1653
576,1479,1672,1653
577,1482,1675,1650
578,1484,1679,1640
579,1487,1669,1643
580,1490,1679,1637
581,1492,1666,1617
582,1495,1656,1633
583,1498,1662,1640
584,1500,1675,1630
585,1503,1672,1627
586,1507,1662,1646
587,1509,1675,1640
588,1512,1666,1637
589,1515,1669,1637
590,1517,1669,1633
591,1520,1672,1637
592,1523,1662,1653
593,1525,1662,1650
594,1528,1643,1650
595,1531,1656,1653
596,1533,1669,1669
597,1536,1653,1669
598,1539,1669,1659
599,1541,1656,1682
600,1544,1656,1659
601,1546,1650,1672
602,1550,1659,1672
603,1553,1672,1662
604,1555,1659,1672
605,1558,1659,1672
606,1561,1653,1646
607,1563,1662,1650
608,1566,1656,1640
609,1569,1653,1643
610,1571,1640,1643
611,1574,1640,1650
612,1577,1640,1643
613,1579,1653,1646
614,1582,1640,1646
615,1585,1646,1653
616,1587,1656,1646
617,1590,1659,1659
618,1594,1656,1646
619,1596,1656,1640
620,1599,1659,1646
621,1602,1666,1659
622,1604,1659,1653
623,1607,1656,1669
624,1610,1662,1659
625,1612,1659,1656
626,1615,1656,1662
627,1618,1666,1666
628,1620,1666,1662
629,1623,1659,1659
630,1626,1666,1643
631,1628,1643,1662
632,1631,1640,1662
633,1633,1646,1666
634,1637,1643,1659
635,1640,1637,1672
636,1642,1633,1662
637,1645,1627,1653
638,1648,1637,1656
639,1650,1637,1659
640,1653,1643,1643
641,1656,1640,1640
642,1658,1646,1637
643,1661,1643,1643
644,1664,1656,1633
645,1666,1646,1643
646,1669,1653,1643
647,1672,1659,1637
648,1674,1646,1643
649,1678,1650,1640
650,1681,1650,1643
651,1683,1656,1637
652,1686,1659,1627
653,1689,1646,1662
654,1691,1653,1643
655,1694,1666,1643
656,1697,1659,1643
657,1699,1659,1640
658,1702,1682,1650
659,1705,1659,1653
660,1707,1656,1646
661,1710,1669,1650
662,1713,1646,1640
663,1715,1662,1643
664,1718,1656,1640
665,1721,1666,1650
666,1724,1675,1646
667,1727,1656,1650
668,1729,1659,1643
669,1732,1662,1656
670,1735,1656,1656
671,1737,1669,1653
672,1740,1656,1656
673,1743,1653,1646
674,1745,1662,1646
675,1748,1662,1650
676,1751,1666,1656
677,1753,1666,1656
678,1756,1643,1646
679,1759,1659,1653
680,1761,1659,1643
681,1765,1659,1643
682,1768,1685,1640
683,1770,1672,1640
684,1773,1682,1630
685,1776,1666,1633
686,1778,1662,1614
687,1781,1675,1617
688,1784,1685,1617
689,1786,1669,1640
690,1789,1662,1620
691,1792,1662,1620
692,1794,1656,1637
693,1797,1656,1624
694,1800,1672,1633
695,1802,1666,1643
696,1806,1672,1656
697,1808,1669,1672
698,1811,1669,1656
699,1814,1666,1650
700,1816,1682,1666
701,1819,1659,1662
702,1822,1666,1682
703,1824,1666,1659
704,1827,1650,1659
705,1830,1653,1675
706,1832,1656,1675
707,1835,1640,1653
708,1838,1643,1679
709,1840,1688,1662
710,1843,1675,1659
711,1846,1672,1643
712,1849,1666,1637
713,1852,1672,1659
714,1855,1662,1659
715,1857,1659,1653
716,1860,1643,1656
717,1863,1656,1662
718,1865,1637,1637
719,1868,1646,1643
720,1871,1643,1633
721,1873,1650,1637
722,1876,1640,1627
723,1879,1640,1646
724,1881,1633,1630
725,1884,1656,1627
726,1887,1656,1630
727,1889,1653,1643
728,1893,1662,1640
729,1895,1656,1646
730,1898,1656,1640
731,1901,1640,1675
732,1903,1640,1675
733,1906,1620,1646
734,1909,1637,1662
735,1911,1643,1656
736,1914,1640,1672
737,1917,1643,1666
738,1919,1659,1672
739,1922,1653,1662
740,1925,1662,1662
741,1927,1656,1669
742,1930,1656,1656
743,1934,1666,1672
744,1936,1656,1672
745,1939,1656,1662
746,1942,1643,1662
747,1944,1643,1650
748,1947,1646,1643
749,1950,1646,1659
750,1952,1650,1666
751,1955,1630,1656
752,1958,1633,1646
753,1960,1630,1640
754,1963,1627,1646
755,1966,1633,1656
756,1968,1630,1659
757,1971,1624,1637
758,1974,1617,1650
759,1977,1637,1646
760,1980,1646,1633
761,1982,1646,1637
762,1985,1643,1643
763,1988,1640,1637
764,1990,1659,1633
765,1993,1656,1637
766,1996,1653,1650
767,1998,1659,1640
768,2001,1679,1643
769,2004,1688,1640
770,2006,1688,1633
771,2009,1672,1620
772,2012,1682,1627
773,2014,1675,1640
774,2017,1691,1630
775,2021,1675,1640
776,2023,1682,1637
777,2026,1666,1640
778,2029,1682,1633
779,2031,1662,1633
780,2034,1672,1637
781,2037,1672,1653
782,2039,1675,1653
783,2042,1672,1656
784,2045,1662,1653
785,2047,1662,1659
786,2050,1666,1650
787,2053,1672,1666
788,2055,1672,1662
789,2058,1672,1666
790,2062,1675,1653
791,2064,1669,1659
792,2067,1672,1656
793,2069,1669,1650
794,2072,1685,1650
795,2075,1669,1650
796,2077,1669,1646
797,2080,1662,1643
798,2083,1656,1653
799,2085,1656,1643
800,2088,1650,1627
801,2091,1627,1611
802,2093,1598,1633
803,2096,1614,1627
804,2099,1672,1643
805,2101,1656,1633
806,2105,1666,1633
807,2108,1656,1633
808,2110,1643,1643
809,2113,1643,1662
810,2116,1659,1650
811,2118,1653,1646
812,2121,1656,1653
813,2124,1653,1656
814,2126,1659,1650
815,2129,1656,1662
816,2132,1656,1662
817,2134,1672,1659
818,2137,1662,1662
819,2140,1662,1662
820,2142,1659,1653
821,2145,1653,1666
822,2149,1653,1659
823,2151,1650,1669
824,2154,1643,1679
825,2156,1643,1675
826,2159,1640,1659
827,2162,1630,1633
828,2164,1646,1646
829,2167,1653,1659
830,2170,1646,1643
831,2172,1659,1650
832,2175,1646,1646
833,2178,1656,1650
834,2180,1653,1640
835,2183,1656,1640
836,2186,1656,1650
837,2188,1662,1643
838,2192,1650,1640
839,2195,1646,1640
840,2197,1646,1646
841,2200,1646,1653
842,2203,1640,1650
843,2205,1646,1666
844,2208,1640,1672
845,2211,1646,1653
846,2213,1646,1653
847,2216,1653,1669
848,2219,1650,1662
849,2221,1643,1666
850,2224,1656,1653
851,2227,1637,1653
852,2229,1643,1656
853,2233,1656,1672
854,2236,1643,1659
855,2238,1646,1646
856,2241,1640,1662
857,2243,1650,1653
858,2246,1643,1646
859,2249,1640,1656
860,2251,1637,1656
861,2254,1637,1672
862,2257,1637,1656
863,2259,1637,1637
864,2262,1633,1646
865,2265,1637,1637
866,2267,1640,1637
867,2270,1650,1630
868,2273,1653,1637
869,2276,1662,1620
870,2279,1656,1633
871,2282,1662,1624
872,2284,1666,1640
873,2287,1662,1643
874,2290,1672,1627
875,2292,1669,1633
876,2295,1666,1640
877,2298,1672,1633
878,2300,1666,1656
879,2303,1675,1662
880,2306,1682,1672
881,2308,1666,1656
882,2311,1656,1646
883,2314,1666,1669
884,2316,1682,1679
885,2320,1669,1675
886,2323,1682,1672
887,2325,1669,1672
888,2328,1672,1669
889,2330,1675,1659
890,2333,1675,1662
891,2336,1675,1656
892,2338,1666,1656
893,2341,1669,1659
894,2344,1662,1630
895,2346,1662,1653
896,2349,1656,1656
897,2352,1650,1650
898,2354,1653,1650
899,2357,1650,1646
900,2361,1640,1633
901,2363,1650,1643
902,2366,1650,1646
903,2369,1640,1643
904,2371,1643,1640
905,2374,1646,1643
906,2377,1643,1662
907,2379,1650,1640
908,2382,1666,1650
909,2385,1672,1637
910,2387,1672,1640
911,2390,1659,1640
912,2393,1662,1637
913,2395,1679,1640
914,2398,1666,1646
915,2401,1682,1650
916,2404,1669,1640
917,2407,1662,1643
918,2410,1662,1653
919,2412,1653,1656
920,2415,1650,1650
921,2417,1653,1656
922,2420,1640,1653
923,2423,1643,1656
924,2425,1643,1653
925,2428,1633,1669
926,2431,1633,1659
927,2433,1643,1659
928,2436,1640,1662
929,2439,1656,1650
930,2441,1646,1656
931,2444,1662,1640
932,2448,1659,1650
933,2450,1672,1675
934,2453,1666,1637
935,2456,1688,1637
936,2458,1675,1630
937,2461,1672,1620
938,2464,1669,1630
939,2466,1669,1637
940,2469,1650,1640
941,2472,1646,1656
942,2474,1640,1630
943,2477,1643,1650
944,2480,1624,1637
945,2482,1650,1637
946,2485,1650,1640
947,2489,1650,1640
948,2491,1643,1659
949,2494,1646,1646
950,2497,1640,1659
951,2499,1650,1662
952,2502,1650,1672
953,2504,1656,1666
954,2507,1640,1662
955,2510,1633,1666
956,2512,1640,1679
957,2515,1650,1659
958,2518,1640,1675
959,2520,1643,1669
960,2523,1637,1672
961,2526,1633,1675
962,2528,1633,1662
963,2532,1637,1662
964,2535,1643,1669
965,2537,1650,1659
966,2540,1653,1633
967,2543,1646,1646
968,2545,1640,1637
969,2548,1656,1637
970,2551,1650,1633
971,2553,1659,1630
972,2556,1656,1627
973,2559,1653,1640
974,2561,1656,1620
975,2564,1666,1620
976,2567,1672,1630
977,2569,1672,1630
978,2572,1666,1646
979,2576,1679,1637
980,2578,1669,1627
981,2581,1666,1643
982,2584,1675,1653
983,2586,1669,1659
984,2589,1679,1666
985,2591,1669,1666
986,2594,1666,1659
987,2597,1662,1656
988,2599,1662,1656
989,2602,1672,1698
990,2605,1675,1695
991,2607,1675,1679
992,2610,1659,1679
993,2613,1679,1666
994,2616,1672,1666
995,2619,1659,1679
996,2622,1659,1659
997,2624,1656,1653
998,2627,1666,1662
999,2630,1662,1659
1000,2632,1666,1659
1001,2635,1669,1650
1002,2638,1662,1643
1003,2640,1666,1627
1004,2643,1646,1637
1005,2646,1643,1633
1006,2648,1659,1630
1007,2651,1666,1633
1008,2654,1666,1614
1009,2656,1653,1627
1010,2660,1653,1617
1011,2663,1669,1617
1012,2665,1656,1624
1013,2668,1662,1627
1014,2671,1659,1633
1015,2673,1650,1640
1016,2676,1656,1640
1017,2678,1662,1646
1018,2681,1659,1646
1019,2684,1659,1669
1020,2686,1662,1669
1021,2689,1666,1662
1022,2692,1650,1669
1023,2694,1643,1666
1024,2697,1643,1675
1025,2700,1656,1675
1026,2703,1662,1685
1027,2706,1659,1675
1028,2709,1650,1672
1029,2711,1659,1662
1030,2714,1640,1666
1031,2717,1662,1656
1032,2719,1656,1656
1033,2722,1640,1666
1034,2725,1643,1643
1035,2727,1643,1643
1036,2730,1640,1650
1037,2733,1653,1646
1038,2735,1653,1650
1039,2738,1640,1659
1040,2741,1650,1650
1041,2744,1637,1653
1042,2747,1633,1646
1043,2750,1650,1643
1044,2752,1662,1650
1045,2755,1662,1633
1046,2758,1666,1627
1047,2760,1659,1624
1048,2763,1662,1630
1049,2765,1656,1620
1050,2768,1662,1637
1051,2771,1662,1627
1052,2773,1659,1627
1053,2776,1650,1627
1054,2779,1656,1624
1055,2781,1662,1630
1056,2784,1650,1637
1057,2788,1656,1650
1058,2790,1643,1669
1059,2793,1650,1653
1060,2796,1646,1659
1061,2798,1650,1659
1062,2801,1650,1662
1063,2804,1640,1669
1064,2806,1643,1669
1065,2809,1650,1662
1066,2812,1640,1675
1067,2814,1630,1679
1068,2817,1650,1672
1069,2820,1656,1659
1070,2822,1643,1669
1071,2825,1666,1672
1072,2828,1662,1653
1073,2831,1666,1669
1074,2834,1679,1659
1075,2837,1672,1653
1076,2839,1672,1650
1077,2842,1675,1650
1078,2845,1679,1646
1079,2847,1656,1640
1080,2850,1675,1646
1081,2852,1672,1640
1082,2855,1672,1646
1083,2858,1659,1650
1084,2860,1656,1633
1085,2863,1650,1646
1086,2866,1646,1640
1087,2868,1653,1653
1088,2872,1646,1650
1089,2875,1646,1646
1090,2877,1643,1656
1091,2880,1653,1650
1092,2883,1650,1656
1093,2885,1666,1637
1094,2888,1659,1656
1095,2891,1650,1643
1096,2893,1656,1650
1097,2896,1659,1653
1098,2899,1666,1662
1099,2901,1669,1662
1100,2904,1666,1675
1101,2907,1675,1656
1102,2909,1659,1656
1103,2912,1656,1662
1104,2916,1659,1656
1105,2918,1679,1672
1106,2921,1666,1659
1107,2924,1662,1672
1108,2926,1646,1643
1109,2929,1659,1643
1110,2932,1653,1637
1111,2934,1653,1656
1112,2937,1653,1659
1113,2939,1669,1656
1114,2942,1666,1640
1115,2945,1662,1643
1116,2947,1646,1650
1117,2950,1650,1650
1118,2953,1656,1640
1119,2955,1653,1643
1120,2959,1640,1627
1121,2962,1650,1627
1122,2964,1646,1630
1123,2967,1662,1627
1124,2970,1662,1630
1125,2972,1662,1637
1126,2975,1653,1656
1127,2978,1653,1633
1128,2980,1653,1650
1129,2983,1659,1643
1130,2986,1659,1650
1131,2988,1650,1653
1132,2991,1640,1666
1133,2994,1633,1656
1134,2996,1650,1650
1135,3000,1659,1653
1136,3003,1662,1650
1137,3005,1656,1659
1138,3008,1640,1650
1139,3011,1633,1666
1140,3013,1646,1662
1141,3016,1637,1656
1142,3019,1643,1666
1143,3021,1646,1666
1144,3024,1656,1656
1145,3026,1646,1650
1146,3029,1640,1662
1147,3032,1653,1659
1148,3034,1650,1656
1149,3037,1662,1653
1150,3040,1656,1640
1151,3043,1653,1646
1152,3046,1646,1640
1153,3049,1643,1630
1154,3051,1669,1643
1155,3054,1662,1637
1156,3057,1669,1630
1157,3059,1659,1614
1158,3062,1653,1630
1159,3065,1659,1640
1160,3067,1662,1650
1161,3070,1653,1650
1162,3073,1653,1633
1163,3075,1666,1637
1164,3078,1662,1633
1165,3081,1669,1653
1166,3083,1653,1659
1167,3087,1669,1659
1168,3090,1643,1659
1169,3092,1650,1656
1170,3095,1662,1666
1171,3098,1669,1669
1172,3100,1662,1669
1173,3103,1672,1653
1174,3106,1659,1659
1175,3108,1659,1659
1176,3111,1659,1666
1177,3113,1650,1669
1178,3116,1666,1662
1179,3119,1656,1653
1180,3121,1666,1666
1181,3124,1659,1653
1182,3128,1659,1646
1183,3130,1656,1640
1184,3133,1666,1656
1185,3136,1653,1653
1186,3138,1672,1646
1187,3141,1659,1646
1188,3144,1656,1646
1189,3146,1666,1637
1190,3149,1659,1640
1191,3152,1656,1650
1192,3154,1653,1650
1193,3157,1659,1650
1194,3160,1659,1646
1195,3162,1656,1643
1196,3165,1653,1650
1197,3168,1659,1653
1198,3171,1666,1662
1199,3174,1656,1659
1200,3177,1653,1659
1201,3179,1653,1650
1202,3182,1662,1666
1203,3185,1666,1650
1204,3187,1669,1653
1205,3190,1666,1659
1206,3193,1662,1656
1207,3195,1659,1650
1208,3198,1672,1653
1209,3200,1662,1653
1210,3203,1669,1643
1211,3206,1662,1646
1212,3208,1662,1646
1213,3211,1672,1653
1214,3215,1656,1643
1215,3217,1646,1656
1216,3220,1653,1650
1217,3223,1650,1656
1218,3225,1640,1646
1219,3228,1650,1637
1220,3231,1637,1633
1221,3233,1643,1646
1222,3236,1653,1646
1223,3239,1646,1646
1224,3241,1640,1630
1225,3244,1643,1637
1226,3247,1637,1633
1227,3249,1653,1640
1228,3252,1643,1656
1229,3256,1656,1643
1230,3258,1650,1630
1231,3261,1643,1650
1232,3264,1646,1637
1233,3266,1650,1646
1234,3269,1643,1656
1235,3272,1650,1656
1236,3274,1653,1640
1237,3277,1650,1650
1238,3280,1653,1662
1239,3282,1653,1656
1240,3285,1656,1659
1241,3287,1662,1659
1242,3290,1662,1659
1243,3293,1666,1669
1244,3295,1672,1653
1245,3299,1656,1653
1246,3302,1659,1653
1247,3304,1666,1656
1248,3307,1669,1650
1249,3310,1669,1653
1250,3312,1650,1653
1251,3315,1653,1656
1252,3318,1659,1662
1253,3320,1650,1653
1254,3323,1656,1637
1255,3326,1650,1643
1256,3328,1650,1640
1257,3331,1656,1637
1258,3334,1659,1650
1259,3336,1659,1646
1260,3339,1659,1630
1261,3343,1662,1637
1262,3345,1656,1640
1263,3348,1662,1630
1264,3351,1659,1646
1265,3353,1656,1656
1266,3356,1659,1650
1267,3359,1666,1637
1268,3361,1650,1653
1269,3364,1659,1643
1270,3367,1662,1659
1271,3369,1656,1656
1272,3372,1666,1653
1273,3374,1659,1650
1274,3377,1656,1669
1275,3380,1656,1662
1276,3382,1656,1659
1277,3386,1669,1656
1278,3389,1669,1653
1279,3391,1653,1643
